Time,Label,Area1,Mean1,X1,Y1,Area2,Mean2,X2,Y2,Area3,Mean3,X3,Y3,Area4,Mean4,X4,Y4,Area5,Mean5,X5,Y5,Area6,Mean6,X6,Y6,Area7,Mean7,X7,Y7,Area8,Mean8,X8,Y8,Area9,Mean9,X9,Y9,Area10,Mean10,X10,Y10,Area11,Mean11,X11,Y11,Area12,Mean12,X12,Y12,Area13,Mean13,X13,Y13,Area14,Mean14,X14,Y14,Area15,Mean15,X15,Y15,Area16,Mean16,X16,Y16,Area17,Mean17,X17,Y17,Area18,Mean18,X18,Y18,Area19,Mean19,X19,Y19,Area20,Mean20,X20,Y20,Area21,Mean21,X21,Y21
67,13.avi,9207,77.3035,29.3343,133.4033,8935,47.9534,103.3236,79.7957,7549,32.3602,209.1025,85.2253,3700,45.0762,269.6903,34.6559,6638,31.7552,324.4494,92.9721,5648,40.1845,205.8258,183.2201,8194,33.6567,266.4154,242.1286,7162,40.412,121.4989,314.236,9137,19.591,193.0217,359.782,5855,34.1387,243.1678,417.6425,7282,32.9268,329.7057,423.1887,6098,36.9434,304.7906,329.6799,8576,25.9275,365.634,220.6687,4311,14.653,435.648,259.6563,3462,10.723,470.3105,354.5347,2918,9.1474,465.3218,412.9486,3773,24.8919,378.7266,459.9347,1932,33.0538,493.2246,277.6252,5138,35.7238,449.043,156.8344,1722,16.7875,495.3142,47.0813,2012,17.3832,448.6143,81.0934
68,13.avi,9207,69.8768,29.3343,133.4033,8935,48.6632,103.3236,79.7957,7549,29.1122,209.1025,85.2253,3700,44.2992,269.6903,34.6559,6638,31.5874,324.4494,92.9721,5648,39.8755,205.8258,183.2201,8194,33.0288,266.4154,242.1286,7162,38.5332,121.4989,314.236,9137,19.1499,193.0217,359.782,5855,33.1407,243.1678,417.6425,7282,32.6673,329.7057,423.1887,6098,36.3347,304.7906,329.6799,8576,25.4822,365.634,220.6687,4311,14.3011,435.648,259.6563,3462,10.1592,470.3105,354.5347,2918,9.1737,465.3218,412.9486,3773,23.3435,378.7266,459.9347,1932,32.5564,493.2246,277.6252,5138,31.3807,449.043,156.8344,1722,16.8084,495.3142,47.0813,2012,17.3345,448.6143,81.0934
69,13.avi,9207,62.081,29.3343,133.4033,8935,49.5082,103.3236,79.7957,7549,27.3913,209.1025,85.2253,3700,43.1316,269.6903,34.6559,6638,32.0315,324.4494,92.9721,5648,41.9334,205.8258,183.2201,8194,32.8229,266.4154,242.1286,7162,37.4111,121.4989,314.236,9137,19.1693,193.0217,359.782,5855,32.7665,243.1678,417.6425,7282,32.7263,329.7057,423.1887,6098,36.4103,304.7906,329.6799,8576,25.8088,365.634,220.6687,4311,14.5952,435.648,259.6563,3462,9.9697,470.3105,354.5347,2918,8.5583,465.3218,412.9486,3773,23.9173,378.7266,459.9347,1932,32.6356,493.2246,277.6252,5138,29.9562,449.043,156.8344,1722,18.4146,495.3142,47.0813,2012,17.1585,448.6143,81.0934
70,13.avi,9207,56.5792,29.3343,133.4033,8935,48.7234,103.3236,79.7957,7549,26.4986,209.1025,85.2253,3700,42.9765,269.6903,34.6559,6638,31.8167,324.4494,92.9721,5648,41.4757,205.8258,183.2201,8194,32.7507,266.4154,242.1286,7162,35.2864,121.4989,314.236,9137,19.073,193.0217,359.782,5855,32.3349,243.1678,417.6425,7282,32.2289,329.7057,423.1887,6098,36.7017,304.7906,329.6799,8576,25.6151,365.634,220.6687,4311,15.0682,435.648,259.6563,3462,9.5904,470.3105,354.5347,2918,8.8293,465.3218,412.9486,3773,22.8945,378.7266,459.9347,1932,33.1765,493.2246,277.6252,5138,28.9031,449.043,156.8344,1722,19.475,495.3142,47.0813,2012,17.4066,448.6143,81.0934
71,13.avi,9207,52.0635,29.3343,133.4033,8935,48.317,103.3236,79.7957,7549,25.1114,209.1025,85.2253,3700,42.2503,269.6903,34.6559,6638,31.6601,324.4494,92.9721,5648,41.2502,205.8258,183.2201,8194,32.8208,266.4154,242.1286,7162,33.1547,121.4989,314.236,9137,19.2124,193.0217,359.782,5855,31.9812,243.1678,417.6425,7282,32.0838,329.7057,423.1887,6098,36.275,304.7906,329.6799,8576,24.8025,365.634,220.6687,4311,16.0612,435.648,259.6563,3462,9.6681,470.3105,354.5347,2918,8.2049,465.3218,412.9486,3773,23.4779,378.7266,459.9347,1932,33.1175,493.2246,277.6252,5138,28.007,449.043,156.8344,1722,25.2323,495.3142,47.0813,2012,17.0413,448.6143,81.0934
72,13.avi,9207,49.6402,29.3343,133.4033,8935,47.9078,103.3236,79.7957,7549,25.6776,209.1025,85.2253,3700,42.1851,269.6903,34.6559,6638,31.4498,324.4494,92.9721,5648,40.7569,205.8258,183.2201,8194,32.4753,266.4154,242.1286,7162,31.3791,121.4989,314.236,9137,19.7811,193.0217,359.782,5855,30.5973,243.1678,417.6425,7282,32.0779,329.7057,423.1887,6098,36.1381,304.7906,329.6799,8576,25.7929,365.634,220.6687,4311,19.0135,435.648,259.6563,3462,9.7478,470.3105,354.5347,2918,8.157,465.3218,412.9486,3773,23.092,378.7266,459.9347,1932,32.8064,493.2246,277.6252,5138,27.7277,449.043,156.8344,1722,33.5168,495.3142,47.0813,2012,18.2639,448.6143,81.0934
73,13.avi,9207,46.8984,29.3343,133.4033,8935,47.0729,103.3236,79.7957,7549,24.6721,209.1025,85.2253,3700,41.8095,269.6903,34.6559,6638,31.0176,324.4494,92.9721,5648,39.636,205.8258,183.2201,8194,32.5195,266.4154,242.1286,7162,30.45,121.4989,314.236,9137,19.3055,193.0217,359.782,5855,30.5541,243.1678,417.6425,7282,31.9813,329.7057,423.1887,6098,35.6989,304.7906,329.6799,8576,25.1664,365.634,220.6687,4311,20.894,435.648,259.6563,3462,9.7155,470.3105,354.5347,2918,8.1837,465.3218,412.9486,3773,22.7994,378.7266,459.9347,1932,32.7081,493.2246,277.6252,5138,27.754,449.043,156.8344,1722,38.5174,495.3142,47.0813,2012,17.2261,448.6143,81.0934
74,13.avi,9207,45.1123,29.3343,133.4033,8935,47.0339,103.3236,79.7957,7549,24.4566,209.1025,85.2253,3700,42.0684,269.6903,34.6559,6638,30.8905,324.4494,92.9721,5648,38.5009,205.8258,183.2201,8194,33.0327,266.4154,242.1286,7162,30.2869,121.4989,314.236,9137,19.545,193.0217,359.782,5855,30.2237,243.1678,417.6425,7282,32.0185,329.7057,423.1887,6098,35.8742,304.7906,329.6799,8576,25.2297,365.634,220.6687,4311,21.8228,435.648,259.6563,3462,9.9116,470.3105,354.5347,2918,8.2193,465.3218,412.9486,3773,23.1956,378.7266,459.9347,1932,33.2764,493.2246,277.6252,5138,27.6816,449.043,156.8344,1722,44.453,495.3142,47.0813,2012,17.0512,448.6143,81.0934
75,13.avi,9207,43.646,29.3343,133.4033,8935,46.3703,103.3236,79.7957,7549,24.2333,209.1025,85.2253,3700,41.9719,269.6903,34.6559,6638,31.3588,324.4494,92.9721,5648,38.614,205.8258,183.2201,8194,33.3756,266.4154,242.1286,7162,30.272,121.4989,314.236,9137,19.1455,193.0217,359.782,5855,29.3503,243.1678,417.6425,7282,31.9761,329.7057,423.1887,6098,35.4756,304.7906,329.6799,8576,25.0184,365.634,220.6687,4311,25.9418,435.648,259.6563,3462,9.6496,470.3105,354.5347,2918,8.1542,465.3218,412.9486,3773,23.4445,378.7266,459.9347,1932,33.1915,493.2246,277.6252,5138,27.5905,449.043,156.8344,1722,46.2509,495.3142,47.0813,2012,17.1029,448.6143,81.0934
76,13.avi,9207,42.3677,29.3343,133.4033,8935,46.3835,103.3236,79.7957,7549,24.6766,209.1025,85.2253,3700,42.893,269.6903,34.6559,6638,31.3176,324.4494,92.9721,5648,39.0214,205.8258,183.2201,8194,33.1814,266.4154,242.1286,7162,29.4433,121.4989,314.236,9137,19.3058,193.0217,359.782,5855,29.2504,243.1678,417.6425,7282,32.2251,329.7057,423.1887,6098,34.9806,304.7906,329.6799,8576,25.147,365.634,220.6687,4311,28.4236,435.648,259.6563,3462,9.684,470.3105,354.5347,2918,8.3472,465.3218,412.9486,3773,24.1079,378.7266,459.9347,1932,33.6832,493.2246,277.6252,5138,27.2548,449.043,156.8344,1722,40.8746,495.3142,47.0813,2012,17.161,448.6143,81.0934
77,13.avi,9207,41.5999,29.3343,133.4033,8935,47.5054,103.3236,79.7957,7549,24.4556,209.1025,85.2253,3700,42.1378,269.6903,34.6559,6638,31.2715,324.4494,92.9721,5648,38.037,205.8258,183.2201,8194,32.9639,266.4154,242.1286,7162,29.4031,121.4989,314.236,9137,19.1533,193.0217,359.782,5855,29,243.1678,417.6425,7282,32.0957,329.7057,423.1887,6098,35.2242,304.7906,329.6799,8576,25.9587,365.634,220.6687,4311,26.6458,435.648,259.6563,3462,9.2787,470.3105,354.5347,2918,8.2711,465.3218,412.9486,3773,24.3907,378.7266,459.9347,1932,35.0316,493.2246,277.6252,5138,27.0533,449.043,156.8344,1722,33.6249,495.3142,47.0813,2012,17.0224,448.6143,81.0934
78,13.avi,9207,42.0162,29.3343,133.4033,8935,47.3489,103.3236,79.7957,7549,24.1353,209.1025,85.2253,3700,43.71,269.6903,34.6559,6638,31.2689,324.4494,92.9721,5648,38.9196,205.8258,183.2201,8194,32.6205,266.4154,242.1286,7162,28.7744,121.4989,314.236,9137,19.0848,193.0217,359.782,5855,29.1197,243.1678,417.6425,7282,31.8612,329.7057,423.1887,6098,35.1947,304.7906,329.6799,8576,25.675,365.634,220.6687,4311,23.6901,435.648,259.6563,3462,9.6563,470.3105,354.5347,2918,8.306,465.3218,412.9486,3773,25.5531,378.7266,459.9347,1932,34.7019,493.2246,277.6252,5138,27.0019,449.043,156.8344,1722,25.2456,495.3142,47.0813,2012,16.924,448.6143,81.0934
79,13.avi,9207,41.6483,29.3343,133.4033,8935,47.6946,103.3236,79.7957,7549,24.1461,209.1025,85.2253,3700,44.7365,269.6903,34.6559,6638,31.1253,324.4494,92.9721,5648,39.9858,205.8258,183.2201,8194,32.4649,266.4154,242.1286,7162,27.8622,121.4989,314.236,9137,19.1962,193.0217,359.782,5855,29.1399,243.1678,417.6425,7282,32.0177,329.7057,423.1887,6098,34.9318,304.7906,329.6799,8576,25.2361,365.634,220.6687,4311,19.8265,435.648,259.6563,3462,9.4131,470.3105,354.5347,2918,8.585,465.3218,412.9486,3773,26.2412,378.7266,459.9347,1932,36.3427,493.2246,277.6252,5138,26.3466,449.043,156.8344,1722,19.7938,495.3142,47.0813,2012,16.3822,448.6143,81.0934
80,13.avi,9207,41.7712,29.3343,133.4033,8935,47.2845,103.3236,79.7957,7549,24.1043,209.1025,85.2253,3700,46.6446,269.6903,34.6559,6638,30.7787,324.4494,92.9721,5648,39.8159,205.8258,183.2201,8194,32.6255,266.4154,242.1286,7162,27.5698,121.4989,314.236,9137,19.6549,193.0217,359.782,5855,28.7605,243.1678,417.6425,7282,31.8911,329.7057,423.1887,6098,35.3991,304.7906,329.6799,8576,24.8546,365.634,220.6687,4311,17.0162,435.648,259.6563,3462,9.4783,470.3105,354.5347,2918,8.3187,465.3218,412.9486,3773,25.1898,378.7266,459.9347,1932,35.7132,493.2246,277.6252,5138,26.826,449.043,156.8344,1722,17.511,495.3142,47.0813,2012,17.0591,448.6143,81.0934
81,13.avi,9207,40.7121,29.3343,133.4033,8935,46.6275,103.3236,79.7957,7549,23.5672,209.1025,85.2253,3700,49.8438,269.6903,34.6559,6638,30.6036,324.4494,92.9721,5648,38.6416,205.8258,183.2201,8194,32.3208,266.4154,242.1286,7162,27.2876,121.4989,314.236,9137,18.9052,193.0217,359.782,5855,28.4586,243.1678,417.6425,7282,31.7372,329.7057,423.1887,6098,35.1601,304.7906,329.6799,8576,24.555,365.634,220.6687,4311,14.8065,435.648,259.6563,3462,9.4653,470.3105,354.5347,2918,7.8259,465.3218,412.9486,3773,24.5513,378.7266,459.9347,1932,35.1077,493.2246,277.6252,5138,26.4763,449.043,156.8344,1722,15.9744,495.3142,47.0813,2012,16.0244,448.6143,81.0934
82,13.avi,9207,40.3286,29.3343,133.4033,8935,46.7014,103.3236,79.7957,7549,23.6392,209.1025,85.2253,3700,48.8284,269.6903,34.6559,6638,30.9245,324.4494,92.9721,5648,38.6241,205.8258,183.2201,8194,32.3201,266.4154,242.1286,7162,27.585,121.4989,314.236,9137,18.9337,193.0217,359.782,5855,28.0654,243.1678,417.6425,7282,30.7936,329.7057,423.1887,6098,34.2785,304.7906,329.6799,8576,24.0311,365.634,220.6687,4311,13.3526,435.648,259.6563,3462,9.392,470.3105,354.5347,2918,7.4407,465.3218,412.9486,3773,26.1932,378.7266,459.9347,1932,33.5487,493.2246,277.6252,5138,26.0045,449.043,156.8344,1722,15.2154,495.3142,47.0813,2012,16.3405,448.6143,81.0934
83,13.avi,9207,39.2852,29.3343,133.4033,8935,46.8583,103.3236,79.7957,7549,24.4818,209.1025,85.2253,3700,50.397,269.6903,34.6559,6638,31.8466,324.4494,92.9721,5648,38.7351,205.8258,183.2201,8194,31.6211,266.4154,242.1286,7162,27.8387,121.4989,314.236,9137,19.5623,193.0217,359.782,5855,27.9645,243.1678,417.6425,7282,31.5972,329.7057,423.1887,6098,34.3375,304.7906,329.6799,8576,24.518,365.634,220.6687,4311,12.9766,435.648,259.6563,3462,9.3166,470.3105,354.5347,2918,8.0199,465.3218,412.9486,3773,25.3769,378.7266,459.9347,1932,34.3116,493.2246,277.6252,5138,26.2011,449.043,156.8344,1722,15.3972,495.3142,47.0813,2012,16.4453,448.6143,81.0934
84,13.avi,9207,38.2463,29.3343,133.4033,8935,47.0248,103.3236,79.7957,7549,24.6188,209.1025,85.2253,3700,48.8973,269.6903,34.6559,6638,31.2255,324.4494,92.9721,5648,38.9683,205.8258,183.2201,8194,31.6098,266.4154,242.1286,7162,27.6902,121.4989,314.236,9137,19.5757,193.0217,359.782,5855,27.4823,243.1678,417.6425,7282,31.2541,329.7057,423.1887,6098,34.7593,304.7906,329.6799,8576,24.2671,365.634,220.6687,4311,12.373,435.648,259.6563,3462,9.2712,470.3105,354.5347,2918,8.4157,465.3218,412.9486,3773,25.189,378.7266,459.9347,1932,34.3297,493.2246,277.6252,5138,26.3912,449.043,156.8344,1722,15.0848,495.3142,47.0813,2012,16.2391,448.6143,81.0934
85,13.avi,9207,38.2404,29.3343,133.4033,8935,46.3246,103.3236,79.7957,7549,23.9093,209.1025,85.2253,3700,48.0949,269.6903,34.6559,6638,31.0286,324.4494,92.9721,5648,38.3245,205.8258,183.2201,8194,31.2867,266.4154,242.1286,7162,27.2235,121.4989,314.236,9137,19.4691,193.0217,359.782,5855,28.0319,243.1678,417.6425,7282,31.104,329.7057,423.1887,6098,35.0846,304.7906,329.6799,8576,24.2586,365.634,220.6687,4311,12.2635,435.648,259.6563,3462,9.5656,470.3105,354.5347,2918,8.2385,465.3218,412.9486,3773,25.617,378.7266,459.9347,1932,34.0859,493.2246,277.6252,5138,26.1907,449.043,156.8344,1722,15.2724,495.3142,47.0813,2012,17.1307,448.6143,81.0934
86,13.avi,9207,38.3133,29.3343,133.4033,8935,46.1219,103.3236,79.7957,7549,23.6511,209.1025,85.2253,3700,45.0024,269.6903,34.6559,6638,30.5173,324.4494,92.9721,5648,37.9534,205.8258,183.2201,8194,31.5471,266.4154,242.1286,7162,27.4056,121.4989,314.236,9137,19.6591,193.0217,359.782,5855,28.0277,243.1678,417.6425,7282,31.3717,329.7057,423.1887,6098,34.5705,304.7906,329.6799,8576,24.2762,365.634,220.6687,4311,12.0698,435.648,259.6563,3462,9.5575,470.3105,354.5347,2918,8.1467,465.3218,412.9486,3773,24.8116,378.7266,459.9347,1932,33.7971,493.2246,277.6252,5138,26.9169,449.043,156.8344,1722,14.9872,495.3142,47.0813,2012,16.4105,448.6143,81.0934
87,13.avi,9207,37.8482,29.3343,133.4033,8935,45.6032,103.3236,79.7957,7549,23.5725,209.1025,85.2253,3700,42.7568,269.6903,34.6559,6638,30.7108,324.4494,92.9721,5648,38.3006,205.8258,183.2201,8194,31.5456,266.4154,242.1286,7162,27.0774,121.4989,314.236,9137,18.8885,193.0217,359.782,5855,28.3476,243.1678,417.6425,7282,31.1215,329.7057,423.1887,6098,34.5751,304.7906,329.6799,8576,23.6165,365.634,220.6687,4311,11.8344,435.648,259.6563,3462,9.5009,470.3105,354.5347,2918,8.0442,465.3218,412.9486,3773,26.6968,378.7266,459.9347,1932,34.7428,493.2246,277.6252,5138,26.9564,449.043,156.8344,1722,15.0023,495.3142,47.0813,2012,17.16,448.6143,81.0934
88,13.avi,9207,38.1377,29.3343,133.4033,8935,44.8476,103.3236,79.7957,7549,23.8122,209.1025,85.2253,3700,42.6797,269.6903,34.6559,6638,30.8709,324.4494,92.9721,5648,38.4734,205.8258,183.2201,8194,31.2515,266.4154,242.1286,7162,26.4602,121.4989,314.236,9137,19.0975,193.0217,359.782,5855,28.4401,243.1678,417.6425,7282,31.07,329.7057,423.1887,6098,34.6368,304.7906,329.6799,8576,23.6269,365.634,220.6687,4311,11.499,435.648,259.6563,3462,9.2839,470.3105,354.5347,2918,7.8304,465.3218,412.9486,3773,27.0946,378.7266,459.9347,1932,34.3116,493.2246,277.6252,5138,25.9665,449.043,156.8344,1722,14.5168,495.3142,47.0813,2012,16.8623,448.6143,81.0934
89,13.avi,9207,38.9523,29.3343,133.4033,8935,44.9088,103.3236,79.7957,7549,24.0111,209.1025,85.2253,3700,42.0378,269.6903,34.6559,6638,30.1122,324.4494,92.9721,5648,37.7957,205.8258,183.2201,8194,31.0142,266.4154,242.1286,7162,27.0709,121.4989,314.236,9137,19.1575,193.0217,359.782,5855,28.2053,243.1678,417.6425,7282,31.4172,329.7057,423.1887,6098,34.8821,304.7906,329.6799,8576,23.1718,365.634,220.6687,4311,11.7604,435.648,259.6563,3462,9.156,470.3105,354.5347,2918,7.9483,465.3218,412.9486,3773,29.2147,378.7266,459.9347,1932,33.9337,493.2246,277.6252,5138,26.0082,449.043,156.8344,1722,14.3078,495.3142,47.0813,2012,16.8777,448.6143,81.0934
90,13.avi,9207,38.9723,29.3343,133.4033,8935,44.6175,103.3236,79.7957,7549,24.6842,209.1025,85.2253,3700,41.3968,269.6903,34.6559,6638,30.668,324.4494,92.9721,5648,36.6939,205.8258,183.2201,8194,30.9777,266.4154,242.1286,7162,27.1514,121.4989,314.236,9137,19.0302,193.0217,359.782,5855,27.6854,243.1678,417.6425,7282,31.1626,329.7057,423.1887,6098,34.3532,304.7906,329.6799,8576,23.2826,365.634,220.6687,4311,11.5166,435.648,259.6563,3462,9.1953,470.3105,354.5347,2918,7.9534,465.3218,412.9486,3773,31.7742,378.7266,459.9347,1932,33.2117,493.2246,277.6252,5138,25.878,449.043,156.8344,1722,14.6969,495.3142,47.0813,2012,15.6074,448.6143,81.0934
91,13.avi,9207,38.6633,29.3343,133.4033,8935,44.2187,103.3236,79.7957,7549,23.8451,209.1025,85.2253,3700,42.9914,269.6903,34.6559,6638,30.1648,324.4494,92.9721,5648,36.7079,205.8258,183.2201,8194,30.8285,266.4154,242.1286,7162,27.3065,121.4989,314.236,9137,18.5786,193.0217,359.782,5855,27.5959,243.1678,417.6425,7282,31.0393,329.7057,423.1887,6098,33.7488,304.7906,329.6799,8576,23.5295,365.634,220.6687,4311,11.8993,435.648,259.6563,3462,9.0124,470.3105,354.5347,2918,7.5188,465.3218,412.9486,3773,30.6507,378.7266,459.9347,1932,32.8949,493.2246,277.6252,5138,25.4083,449.043,156.8344,1722,14.3479,495.3142,47.0813,2012,15.8216,448.6143,81.0934
92,13.avi,9207,38.7861,29.3343,133.4033,8935,44.07,103.3236,79.7957,7549,23.9644,209.1025,85.2253,3700,44.3768,269.6903,34.6559,6638,30.0759,324.4494,92.9721,5648,36.3888,205.8258,183.2201,8194,30.6223,266.4154,242.1286,7162,27.1659,121.4989,314.236,9137,18.5164,193.0217,359.782,5855,27.47,243.1678,417.6425,7282,30.8737,329.7057,423.1887,6098,33.183,304.7906,329.6799,8576,23.029,365.634,220.6687,4311,11.4788,435.648,259.6563,3462,9.2395,470.3105,354.5347,2918,7.4273,465.3218,412.9486,3773,28.1657,378.7266,459.9347,1932,32.8582,493.2246,277.6252,5138,25.2655,449.043,156.8344,1722,14.3757,495.3142,47.0813,2012,15.6789,448.6143,81.0934
93,13.avi,9207,39.8116,29.3343,133.4033,8935,44.1649,103.3236,79.7957,7549,24.3814,209.1025,85.2253,3700,44.5462,269.6903,34.6559,6638,30.4241,324.4494,92.9721,5648,37.0777,205.8258,183.2201,8194,30.9124,266.4154,242.1286,7162,26.851,121.4989,314.236,9137,19.2435,193.0217,359.782,5855,27.6077,243.1678,417.6425,7282,30.6482,329.7057,423.1887,6098,33.9226,304.7906,329.6799,8576,23.8187,365.634,220.6687,4311,11.8576,435.648,259.6563,3462,9.372,470.3105,354.5347,2918,7.5332,465.3218,412.9486,3773,28.6035,378.7266,459.9347,1932,32.6781,493.2246,277.6252,5138,25.7719,449.043,156.8344,1722,14.5424,495.3142,47.0813,2012,15.6138,448.6143,81.0934
94,13.avi,9207,39.0198,29.3343,133.4033,8935,43.3362,103.3236,79.7957,7549,23.87,209.1025,85.2253,3700,43.213,269.6903,34.6559,6638,30.4037,324.4494,92.9721,5648,36.8042,205.8258,183.2201,8194,30.4829,266.4154,242.1286,7162,26.8903,121.4989,314.236,9137,19.0049,193.0217,359.782,5855,28.0184,243.1678,417.6425,7282,30.9041,329.7057,423.1887,6098,33.5359,304.7906,329.6799,8576,23.1535,365.634,220.6687,4311,11.4141,435.648,259.6563,3462,9.1921,470.3105,354.5347,2918,7.8074,465.3218,412.9486,3773,27.0965,378.7266,459.9347,1932,32.543,493.2246,277.6252,5138,25.0884,449.043,156.8344,1722,13.8682,495.3142,47.0813,2012,15.4359,448.6143,81.0934
95,13.avi,9207,38.1496,29.3343,133.4033,8935,44.1115,103.3236,79.7957,7549,23.516,209.1025,85.2253,3700,40.9522,269.6903,34.6559,6638,30.1143,324.4494,92.9721,5648,37.1478,205.8258,183.2201,8194,30.2935,266.4154,242.1286,7162,25.8748,121.4989,314.236,9137,19.5602,193.0217,359.782,5855,27.1952,243.1678,417.6425,7282,30.7958,329.7057,423.1887,6098,33.9157,304.7906,329.6799,8576,23.3399,365.634,220.6687,4311,11.5894,435.648,259.6563,3462,9.4272,470.3105,354.5347,2918,7.2968,465.3218,412.9486,3773,27.1402,378.7266,459.9347,1932,31.8333,493.2246,277.6252,5138,25.2429,449.043,156.8344,1722,14.5714,495.3142,47.0813,2012,15.4463,448.6143,81.0934
96,13.avi,9207,38.7136,29.3343,133.4033,8935,44.4314,103.3236,79.7957,7549,23.7359,209.1025,85.2253,3700,40.1159,269.6903,34.6559,6638,30.096,324.4494,92.9721,5648,36.8461,205.8258,183.2201,8194,30.4907,266.4154,242.1286,7162,25.6759,121.4989,314.236,9137,19.6685,193.0217,359.782,5855,27.553,243.1678,417.6425,7282,30.7076,329.7057,423.1887,6098,33.9895,304.7906,329.6799,8576,23.801,365.634,220.6687,4311,11.3382,435.648,259.6563,3462,9.5069,470.3105,354.5347,2918,7.5552,465.3218,412.9486,3773,26.4227,378.7266,459.9347,1932,31.5678,493.2246,277.6252,5138,25.3021,449.043,156.8344,1722,14.2358,495.3142,47.0813,2012,15.6789,448.6143,81.0934
97,13.avi,9207,38.7517,29.3343,133.4033,8935,45.1917,103.3236,79.7957,7549,23.3416,209.1025,85.2253,3700,40.4032,269.6903,34.6559,6638,29.6255,324.4494,92.9721,5648,36.6367,205.8258,183.2201,8194,30.5762,266.4154,242.1286,7162,25.9288,121.4989,314.236,9137,20.1024,193.0217,359.782,5855,27.9968,243.1678,417.6425,7282,31.3131,329.7057,423.1887,6098,33.8175,304.7906,329.6799,8576,23.7129,365.634,220.6687,4311,11.8583,435.648,259.6563,3462,9.2912,470.3105,354.5347,2918,7.3334,465.3218,412.9486,3773,24.8744,378.7266,459.9347,1932,31.3623,493.2246,277.6252,5138,24.4344,449.043,156.8344,1722,14.4106,495.3142,47.0813,2012,15.3191,448.6143,81.0934
98,13.avi,9207,38.6633,29.3343,133.4033,8935,46.1411,103.3236,79.7957,7549,23.5817,209.1025,85.2253,3700,40.5843,269.6903,34.6559,6638,29.7233,324.4494,92.9721,5648,36.299,205.8258,183.2201,8194,30.5201,266.4154,242.1286,7162,25.6646,121.4989,314.236,9137,20.1258,193.0217,359.782,5855,27.1156,243.1678,417.6425,7282,31.0545,329.7057,423.1887,6098,33.4362,304.7906,329.6799,8576,23.5885,365.634,220.6687,4311,11.5753,435.648,259.6563,3462,9.2741,470.3105,354.5347,2918,7.4517,465.3218,412.9486,3773,23.0997,378.7266,459.9347,1932,31.3768,493.2246,277.6252,5138,24.1765,449.043,156.8344,1722,13.3908,495.3142,47.0813,2012,15.5596,448.6143,81.0934
99,13.avi,9207,40.2035,29.3343,133.4033,8935,45.7762,103.3236,79.7957,7549,23.9956,209.1025,85.2253,3700,40.217,269.6903,34.6559,6638,29.9562,324.4494,92.9721,5648,36.7812,205.8258,183.2201,8194,30.7553,266.4154,242.1286,7162,25.6978,121.4989,314.236,9137,20.2777,193.0217,359.782,5855,27.2055,243.1678,417.6425,7282,31.4168,329.7057,423.1887,6098,34.4338,304.7906,329.6799,8576,23.8954,365.634,220.6687,4311,11.942,435.648,259.6563,3462,9.6288,470.3105,354.5347,2918,7.8996,465.3218,412.9486,3773,23.2552,378.7266,459.9347,1932,30.8608,493.2246,277.6252,5138,25.3424,449.043,156.8344,1722,14.0302,495.3142,47.0813,2012,15.1839,448.6143,81.0934
100,13.avi,9207,39.5585,29.3343,133.4033,8935,46.6781,103.3236,79.7957,7549,23.8225,209.1025,85.2253,3700,37.9589,269.6903,34.6559,6638,30.2186,324.4494,92.9721,5648,37.0653,205.8258,183.2201,8194,31.3405,266.4154,242.1286,7162,25.333,121.4989,314.236,9137,19.8406,193.0217,359.782,5855,26.9698,243.1678,417.6425,7282,30.7947,329.7057,423.1887,6098,33.4546,304.7906,329.6799,8576,23.2037,365.634,220.6687,4311,11.6405,435.648,259.6563,3462,9.4844,470.3105,354.5347,2918,7.9287,465.3218,412.9486,3773,23.7951,378.7266,459.9347,1932,30.9596,493.2246,277.6252,5138,24.8169,449.043,156.8344,1722,14.313,495.3142,47.0813,2012,14.8703,448.6143,81.0934
101,13.avi,9207,38.6199,29.3343,133.4033,8935,45.4731,103.3236,79.7957,7549,23.3186,209.1025,85.2253,3700,37.9957,269.6903,34.6559,6638,29.9122,324.4494,92.9721,5648,36.7509,205.8258,183.2201,8194,31.2097,266.4154,242.1286,7162,24.7376,121.4989,314.236,9137,19.4034,193.0217,359.782,5855,26.8135,243.1678,417.6425,7282,30.9655,329.7057,423.1887,6098,33.5189,304.7906,329.6799,8576,22.8556,365.634,220.6687,4311,11.9137,435.648,259.6563,3462,9.3856,470.3105,354.5347,2918,8.0949,465.3218,412.9486,3773,24.3817,378.7266,459.9347,1932,31.0901,493.2246,277.6252,5138,24.8529,449.043,156.8344,1722,14.2956,495.3142,47.0813,2012,15.2435,448.6143,81.0934
102,13.avi,9207,37.5497,29.3343,133.4033,8935,45.1494,103.3236,79.7957,7549,22.998,209.1025,85.2253,3700,37.6149,269.6903,34.6559,6638,29.7329,324.4494,92.9721,5648,37.89,205.8258,183.2201,8194,30.9505,266.4154,242.1286,7162,25.4444,121.4989,314.236,9137,19.4665,193.0217,359.782,5855,27.3189,243.1678,417.6425,7282,30.8925,329.7057,423.1887,6098,33.5984,304.7906,329.6799,8576,22.7807,365.634,220.6687,4311,11.7875,435.648,259.6563,3462,9.1649,470.3105,354.5347,2918,7.8756,465.3218,412.9486,3773,23.2589,378.7266,459.9347,1932,30.0104,493.2246,277.6252,5138,24.7816,449.043,156.8344,1722,13.7828,495.3142,47.0813,2012,14.8653,448.6143,81.0934
